idsoil_data,probe,temperature,moisture,reading_time
3599,3,83,42,"2014-07-26 03:08:28"
3600,4,67,26,"2014-07-26 03:08:28"
3601,1,66,34,"2014-07-26 06:41:28"
3602,2,67,29,"2014-07-26 06:41:28"
3603,3,62,41,"2014-07-26 06:41:28"
3604,4,42,42,"2014-07-26 06:41:28"
3605,1,41,37,"2014-07-26 16:11:29"
3606,2,88,32,"2014-07-26 16:11:29"
3607,3,88,27,"2014-07-26 16:11:29"
3608,4,48,25,"2014-07-26 16:11:29"
3609,1,69,34,"2014-07-26 17:24:25"
3610,2,70,41,"2014-07-26 17:24:25"
3611,3,54,43,"2014-07-26 17:24:25"
3612,4,31,42,"2014-07-26 17:24:25"
3613,1,46,36,"2014-07-26 22:11:31"
3614,2,53,40,"2014-07-26 22:11:31"
3615,3,35,29,"2014-07-26 22:11:31"
3616,4,73,39,"2014-07-26 22:11:31"
3617,1,78,31,"2014-07-27 05:39:34"
3618,2,88,44,"2014-07-27 05:39:34"
3619,3,77,33,"2014-07-27 05:39:34"
3620,4,56,25,"2014-07-27 05:39:34"
3621,1,38,32,"2014-07-27 16:06:19"
3622,2,74,33,"2014-07-27 16:06:19"
3623,3,63,42,"2014-07-27 16:06:19"
3624,4,64,25,"2014-07-27 16:06:19"
3625,1,63,26,"2014-07-28 01:14:45"
3626,2,88,41,"2014-07-28 01:14:45"
3627,3,68,43,"2014-07-28 01:14:45"
3628,4,63,37,"2014-07-28 01:14:45"
3629,1,56,28,"2014-07-28 02:22:55"
3630,2,79,41,"2014-07-28 02:22:55"
3631,3,45,38,"2014-07-28 02:22:55"
3632,4,49,28,"2014-07-28 02:22:55"
3633,1,51,43,"2014-07-28 08:23:34"
3634,2,51,36,"2014-07-28 08:23:34"
3635,3,78,29,"2014-07-28 08:23:34"
3636,4,62,38,"2014-07-28 08:23:34"
3637,1,74,26,"2014-07-28 17:47:57"
3638,2,75,39,"2014-07-28 17:47:57"
3639,3,77,36,"2014-07-28 17:47:57"
3640,4,37,29,"2014-07-28 17:47:57"
3641,1,73,42,"2014-07-28 20:58:55"
3642,2,72,43,"2014-07-28 20:58:55"
3643,3,62,43,"2014-07-28 20:58:55"
3644,4,65,36,"2014-07-28 20:58:55"
3645,1,84,28,"2014-07-29 03:36:06"
3646,2,64,40,"2014-07-29 03:36:06"
3647,3,61,32,"2014-07-29 03:36:06"
3648,4,36,42,"2014-07-29 03:36:06"
3649,1,84,29,"2014-07-29 10:19:34"
3650,2,73,31,"2014-07-29 10:19:34"
3651,3,38,27,"2014-07-29 10:19:34"
3652,4,32,29,"2014-07-29 10:19:34"
3653,1,75,38,"2014-07-29 13:36:21"
3654,2,36,38,"2014-07-29 13:36:21"
3655,3,30,33,"2014-07-29 13:36:21"
3656,4,81,37,"2014-07-29 13:36:21"
3657,1,51,26,"2014-07-29 23:40:35"
3658,2,73,40,"2014-07-29 23:40:35"
3659,3,72,37,"2014-07-29 23:40:35"
3660,4,71,28,"2014-07-29 23:40:35"
3661,1,81,35,"2014-07-30 02:14:13"
3662,2,85,40,"2014-07-30 02:14:13"
3663,3,78,37,"2014-07-30 02:14:13"
3664,4,56,38,"2014-07-30 02:14:13"
3665,1,73,42,"2014-07-30 08:34:27"
3666,2,65,36,"2014-07-30 08:34:27"
3667,3,62,40,"2014-07-30 08:34:27"
3668,4,89,28,"2014-07-30 08:34:27"
3669,1,60,40,"2014-07-30 12:04:17"
3670,2,58,25,"2014-07-30 12:04:17"
3671,3,71,32,"2014-07-30 12:04:17"
3672,4,65,37,"2014-07-30 12:04:17"
3673,1,58,38,"2014-07-30 17:31:13"
3674,2,67,44,"2014-07-30 17:31:13"
3675,3,31,25,"2014-07-30 17:31:13"
3676,4,31,39,"2014-07-30 17:31:13"
3677,1,32,38,"2014-07-31 01:01:06"
3678,2,57,34,"2014-07-31 01:01:06"
3679,3,49,31,"2014-07-31 01:01:06"
3680,4,36,36,"2014-07-31 01:01:06"
3681,1,32,29,"2014-07-31 02:30:19"
3682,2,30,27,"2014-07-31 02:30:19"
3683,3,55,42,"2014-07-31 02:30:19"
3684,4,84,25,"2014-07-31 02:30:19"
3685,1,84,35,"2014-07-31 12:33:32"
3686,2,31,29,"2014-07-31 12:33:32"
3687,3,53,32,"2014-07-31 12:33:32"
3688,4,60,29,"2014-07-31 12:33:32"
3689,1,69,25,"2014-07-31 17:31:52"
3690,2,32,35,"2014-07-31 17:31:52"
3691,3,76,38,"2014-07-31 17:31:52"
3692,4,64,41,"2014-07-31 17:31:52"
3693,1,50,32,"2014-07-31 20:14:32"
3694,2,39,37,"2014-07-31 20:14:32"
3695,3,42,38,"2014-07-31 20:14:32"
3696,4,36,38,"2014-07-31 20:14:32"
3697,1,43,36,"2014-08-01 04:19:01"
3698,2,57,27,"2014-08-01 04:19:01"
3699,3,52,41,"2014-08-01 04:19:01"
3700,4,31,26,"2014-08-01 04:19:01"
3701,1,35,42,"2014-08-01 13:19:37"
3702,2,49,32,"2014-08-01 13:19:37"
3703,3,80,42,"2014-08-01 13:19:37"
3704,4,36,27,"2014-08-01 13:19:37"
3705,1,76,41,"2014-08-01 18:33:54"
3706,2,77,31,"2014-08-01 18:33:54"
3707,3,39,32,"2014-08-01 18:33:54"
3708,4,66,44,"2014-08-01 18:33:54"
3709,1,77,36,"2014-08-01 23:55:21"
3710,2,38,30,"2014-08-01 23:55:21"
3711,3,65,44,"2014-08-01 23:55:21"
3712,4,31,39,"2014-08-01 23:55:21"
3713,1,47,42,"2014-08-02 00:19:30"
3714,2,67,25,"2014-08-02 00:19:30"
3715,3,66,35,"2014-08-02 00:19:30"
3716,4,64,26,"2014-08-02 00:19:30"
3717,1,31,34,"2014-08-02 03:00:12"
3718,2,50,42,"2014-08-02 03:00:12"
3719,3,34,30,"2014-08-02 03:00:12"
3720,4,67,38,"2014-08-02 03:00:12"
3721,1,34,31,"2014-08-02 13:21:31"
3722,2,65,39,"2014-08-02 13:21:31"
3723,3,39,33,"2014-08-02 13:21:31"
3724,4,37,29,"2014-08-02 13:21:31"
3725,1,35,36,"2014-08-02 23:31:33"
3726,2,54,43,"2014-08-02 23:31:33"
3727,3,39,43,"2014-08-02 23:31:33"
3728,4,71,28,"2014-08-02 23:31:33"
3729,1,36,35,"2014-08-03 07:30:12"
3730,2,41,38,"2014-08-03 07:30:12"
3731,3,30,39,"2014-08-03 07:30:12"
3732,4,81,44,"2014-08-03 07:30:12"
3733,1,45,41,"2014-08-03 15:19:32"
3734,2,87,44,"2014-08-03 15:19:32"
3735,3,89,41,"2014-08-03 15:19:32"
3736,4,53,41,"2014-08-03 15:19:32"
3737,1,41,35,"2014-08-03 22:21:21"
3738,2,76,43,"2014-08-03 22:21:21"
3739,3,83,42,"2014-08-03 22:21:21"
3740,4,48,44,"2014-08-03 22:21:21"
3741,1,84,31,"2014-08-04 06:12:08"
3742,2,38,30,"2014-08-04 06:12:08"
3743,3,34,39,"2014-08-04 06:12:08"
3744,4,82,42,"2014-08-04 06:12:08"
3745,1,54,28,"2014-08-04 13:34:33"
3746,2,34,25,"2014-08-04 13:34:33"
3747,3,31,27,"2014-08-04 13:34:33"
3748,4,65,41,"2014-08-04 13:34:33"
3749,1,46,37,"2014-08-05 00:29:10"
3750,2,44,30,"2014-08-05 00:29:10"
3751,3,84,35,"2014-08-05 00:29:10"
3752,4,76,36,"2014-08-05 00:29:10"
3753,1,67,34,"2014-08-05 03:20:37"
3754,2,53,28,"2014-08-05 03:20:37"
3755,3,74,37,"2014-08-05 03:20:37"
3756,4,69,35,"2014-08-05 03:20:37"
3757,1,64,27,"2014-08-05 04:56:26"
3758,2,68,40,"2014-08-05 04:56:26"
3759,3,51,43,"2014-08-05 04:56:26"
3760,4,65,40,"2014-08-05 04:56:26"
3761,1,32,33,"2014-08-05 05:24:09"
3762,2,68,35,"2014-08-05 05:24:09"
3763,3,40,40,"2014-08-05 05:24:09"
3764,4,80,38,"2014-08-05 05:24:09"
3765,1,87,33,"2014-08-05 08:58:36"
3766,2,30,42,"2014-08-05 08:58:36"
3767,3,37,44,"2014-08-05 08:58:36"
3768,4,65,41,"2014-08-05 08:58:36"
3769,1,58,36,"2014-08-05 17:59:13"
3770,2,85,36,"2014-08-05 17:59:13"
3771,3,41,40,"2014-08-05 17:59:13"
3772,4,47,37,"2014-08-05 17:59:13"
3773,1,81,35,"2014-08-05 23:05:25"
3774,2,36,31,"2014-08-05 23:05:25"
3775,3,62,41,"2014-08-05 23:05:25"
3776,4,69,27,"2014-08-05 23:05:25"
3777,1,60,37,"2014-08-06 06:54:38"
3778,2,36,29,"2014-08-06 06:54:38"
3779,3,69,44,"2014-08-06 06:54:38"
3780,4,86,26,"2014-08-06 06:54:38"
3781,1,77,37,"2014-08-06 08:25:45"
3782,2,80,34,"2014-08-06 08:25:45"
3783,3,42,42,"2014-08-06 08:25:45"
3784,4,71,39,"2014-08-06 08:25:45"
3785,1,64,36,"2014-08-06 14:23:31"
3786,2,85,27,"2014-08-06 14:23:31"
3787,3,79,36,"2014-08-06 14:23:31"
3788,4,34,41,"2014-08-06 14:23:31"
3789,1,66,37,"2014-08-06 19:27:03"
3790,2,49,30,"2014-08-06 19:27:03"
3791,3,79,41,"2014-08-06 19:27:03"
3792,4,56,37,"2014-08-06 19:27:03"
3793,1,59,25,"2014-08-07 04:03:04"
3794,2,88,27,"2014-08-07 04:03:04"
3795,3,76,39,"2014-08-07 04:03:04"
3796,4,42,32,"2014-08-07 04:03:04"
3797,1,81,44,"2014-08-07 13:44:30"
3798,2,82,27,"2014-08-07 13:44:30"
3799,3,68,30,"2014-08-07 13:44:30"
3800,4,62,36,"2014-08-07 13:44:30"
3801,1,65,29,"2014-08-07 22:59:08"
3802,2,50,40,"2014-08-07 22:59:08"
3803,3,38,36,"2014-08-07 22:59:08"
3804,4,41,25,"2014-08-07 22:59:08"
3805,1,61,27,"2014-08-08 07:03:44"
3806,2,58,30,"2014-08-08 07:03:44"
3807,3,60,27,"2014-08-08 07:03:44"
3808,4,72,42,"2014-08-08 07:03:44"
3809,1,76,25,"2014-08-08 10:45:12"
3810,2,83,40,"2014-08-08 10:45:12"
3811,3,45,32,"2014-08-08 10:45:12"
3812,4,32,37,"2014-08-08 10:45:12"
3813,1,33,37,"2014-08-08 18:28:28"
3814,2,61,32,"2014-08-08 18:28:28"
3815,3,41,38,"2014-08-08 18:28:28"
3816,4,54,44,"2014-08-08 18:28:28"
3817,1,87,35,"2014-08-09 02:43:11"
3818,2,64,43,"2014-08-09 02:43:11"
3819,3,59,33,"2014-08-09 02:43:11"
3820,4,32,25,"2014-08-09 02:43:11"
3821,1,43,26,"2014-08-09 12:12:00"
3822,2,89,44,"2014-08-09 12:12:00"
3823,3,58,29,"2014-08-09 12:12:00"
3824,4,52,25,"2014-08-09 12:12:00"
3825,1,48,43,"2014-08-09 17:50:34"
3826,2,36,29,"2014-08-09 17:50:34"
3827,3,60,43,"2014-08-09 17:50:34"
3828,4,50,31,"2014-08-09 17:50:34"
3829,1,70,35,"2014-08-09 22:50:38"
3830,2,74,33,"2014-08-09 22:50:38"
3831,3,68,43,"2014-08-09 22:50:38"
3832,4,57,37,"2014-08-09 22:50:38"
3833,1,69,39,"2014-08-10 03:31:18"
3834,2,87,35,"2014-08-10 03:31:18"
3835,3,66,37,"2014-08-10 03:31:18"
3836,4,86,35,"2014-08-10 03:31:18"
3837,1,75,31,"2014-08-10 11:45:17"
3838,2,68,37,"2014-08-10 11:45:17"
3839,3,62,32,"2014-08-10 11:45:17"
3840,4,70,27,"2014-08-10 11:45:17"
3841,1,83,32,"2014-08-10 22:25:55"
3842,2,60,37,"2014-08-10 22:25:55"
3843,3,38,39,"2014-08-10 22:25:55"
3844,4,74,26,"2014-08-10 22:25:55"
3845,1,52,29,"2014-08-10 23:58:08"
3846,2,55,25,"2014-08-10 23:58:08"
3847,3,40,27,"2014-08-10 23:58:08"
3848,4,72,40,"2014-08-10 23:58:08"
3849,1,62,29,"2014-08-11 08:50:31"
3850,2,81,40,"2014-08-11 08:50:31"
3851,3,59,44,"2014-08-11 08:50:31"
3852,4,43,35,"2014-08-11 08:50:31"
3853,1,64,38,"2014-08-11 14:50:33"
3854,2,61,30,"2014-08-11 14:50:33"
3855,3,69,37,"2014-08-11 14:50:33"
3856,4,59,43,"2014-08-11 14:50:33"
3857,1,85,37,"2014-08-12 01:22:37"
3858,2,63,30,"2014-08-12 01:22:37"
3859,3,51,35,"2014-08-12 01:22:37"
3860,4,72,38,"2014-08-12 01:22:37"
3861,1,83,37,"2014-08-12 03:19:08"
3862,2,54,39,"2014-08-12 03:19:08"
3863,3,53,31,"2014-08-12 03:19:08"
3864,4,68,25,"2014-08-12 03:19:08"
3865,1,73,28,"2014-08-12 04:34:32"
3866,2,43,32,"2014-08-12 04:34:32"
3867,3,84,28,"2014-08-12 04:34:32"
3868,4,85,36,"2014-08-12 04:34:32"
3869,1,64,44,"2014-08-12 15:32:19"
3870,2,82,33,"2014-08-12 15:32:19"
3871,3,61,35,"2014-08-12 15:32:19"
3872,4,37,28,"2014-08-12 15:32:19"
3873,1,35,28,"2014-08-13 01:40:55"
3874,2,50,25,"2014-08-13 01:40:55"
3875,3,54,44,"2014-08-13 01:40:55"
3876,4,52,37,"2014-08-13 01:40:55"
3877,1,78,38,"2014-08-13 03:36:23"
3878,2,64,39,"2014-08-13 03:36:23"
3879,3,32,30,"2014-08-13 03:36:23"
3880,4,53,39,"2014-08-13 03:36:23"
3881,1,54,40,"2014-08-13 14:02:15"
3882,2,84,27,"2014-08-13 14:02:15"
3883,3,49,27,"2014-08-13 14:02:15"
3884,4,65,41,"2014-08-13 14:02:15"
3885,1,67,44,"2014-08-14 00:17:52"
3886,2,56,29,"2014-08-14 00:17:52"
3887,3,80,27,"2014-08-14 00:17:52"
3888,4,86,29,"2014-08-14 00:17:52"
3889,1,78,37,"2014-08-14 05:22:44"
3890,2,50,30,"2014-08-14 05:22:44"
3891,3,37,41,"2014-08-14 05:22:44"
3892,4,66,44,"2014-08-14 05:22:44"
3893,1,43,25,"2014-08-14 13:16:07"
3894,2,71,40,"2014-08-14 13:16:07"
3895,3,81,39,"2014-08-14 13:16:07"
3896,4,50,26,"2014-08-14 13:16:07"
3897,1,84,44,"2014-08-14 19:20:23"
3898,2,63,38,"2014-08-14 19:20:23"
3899,3,88,43,"2014-08-14 19:20:23"
3900,4,84,34,"2014-08-14 19:20:23"
3901,1,30,39,"2014-08-15 02:47:36"
3902,2,79,35,"2014-08-15 02:47:36"
3903,3,41,25,"2014-08-15 02:47:36"
3904,4,76,38,"2014-08-15 02:47:36"
3905,1,73,41,"2014-08-15 09:19:44"
3906,2,72,37,"2014-08-15 09:19:44"
3907,3,40,30,"2014-08-15 09:19:44"
3908,4,49,41,"2014-08-15 09:19:44"
3909,1,53,39,"2014-08-15 15:26:44"
3910,2,50,32,"2014-08-15 15:26:44"
3911,3,69,32,"2014-08-15 15:26:44"
3912,4,55,40,"2014-08-15 15:26:44"
3913,1,85,32,"2014-08-15 22:46:53"
3914,2,79,41,"2014-08-15 22:46:53"
3915,3,87,40,"2014-08-15 22:46:53"
3916,4,36,25,"2014-08-15 22:46:53"
3917,1,86,43,"2014-08-16 03:40:32"
3918,2,36,26,"2014-08-16 03:40:32"
3919,3,60,30,"2014-08-16 03:40:32"
3920,4,39,36,"2014-08-16 03:40:32"
3921,1,41,35,"2014-08-16 06:05:19"
3922,2,51,43,"2014-08-16 06:05:19"
3923,3,83,26,"2014-08-16 06:05:19"
3924,4,62,37,"2014-08-16 06:05:19"
3925,1,32,29,"2014-08-16 09:17:56"
3926,2,75,28,"2014-08-16 09:17:56"
3927,3,40,38,"2014-08-16 09:17:56"
3928,4,77,38,"2014-08-16 09:17:56"
3929,1,60,42,"2014-08-16 10:25:55"
3930,2,77,29,"2014-08-16 10:25:55"
3931,3,88,41,"2014-08-16 10:25:55"
3932,4,77,27,"2014-08-16 10:25:55"
3933,1,71,25,"2014-08-16 11:03:19"
3934,2,52,35,"2014-08-16 11:03:19"
3935,3,38,26,"2014-08-16 11:03:19"
3936,4,83,27,"2014-08-16 11:03:19"
3937,1,76,36,"2014-08-16 15:27:31"
3938,2,87,44,"2014-08-16 15:27:31"
3939,3,72,42,"2014-08-16 15:27:31"
3940,4,71,28,"2014-08-16 15:27:31"
3941,1,50,43,"2014-08-16 18:01:10"
3942,2,38,34,"2014-08-16 18:01:10"
3943,3,80,30,"2014-08-16 18:01:10"
3944,4,50,37,"2014-08-16 18:01:10"
3945,1,85,38,"2014-08-17 01:19:39"
3946,2,41,37,"2014-08-17 01:19:39"
3947,3,64,34,"2014-08-17 01:19:39"
3948,4,85,40,"2014-08-17 01:19:39"
3949,1,60,41,"2014-08-17 08:07:14"
3950,2,88,31,"2014-08-17 08:07:14"
3951,3,60,28,"2014-08-17 08:07:14"
3952,4,75,33,"2014-08-17 08:07:14"
3953,1,50,33,"2014-08-17 17:53:15"
3954,2,37,40,"2014-08-17 17:53:15"
3955,3,44,41,"2014-08-17 17:53:15"
3956,4,52,42,"2014-08-17 17:53:15"
3957,1,45,27,"2014-08-17 21:26:22"
3958,2,54,32,"2014-08-17 21:26:22"
3959,3,71,30,"2014-08-17 21:26:22"
3960,4,44,30,"2014-08-17 21:26:22"
3961,1,34,41,"2014-08-17 23:28:10"
3962,2,38,39,"2014-08-17 23:28:10"
3963,3,44,28,"2014-08-17 23:28:10"
3964,4,50,27,"2014-08-17 23:28:10"
3965,1,46,36,"2014-08-18 06:43:32"
3966,2,57,33,"2014-08-18 06:43:32"
3967,3,80,29,"2014-08-18 06:43:32"
3968,4,89,41,"2014-08-18 06:43:32"
3969,1,69,42,"2014-08-18 06:49:48"
3970,2,61,32,"2014-08-18 06:49:48"
3971,3,30,30,"2014-08-18 06:49:48"
3972,4,31,38,"2014-08-18 06:49:48"
3973,1,86,34,"2014-08-18 07:48:06"
3974,2,35,25,"2014-08-18 07:48:06"
3975,3,86,26,"2014-08-18 07:48:06"
3976,4,54,25,"2014-08-18 07:48:06"
3977,1,76,36,"2014-08-18 13:09:14"
3978,2,69,28,"2014-08-18 13:09:14"
3979,3,31,43,"2014-08-18 13:09:14"
3980,4,47,31,"2014-08-18 13:09:14"
3981,1,42,29,"2014-08-18 19:35:30"
3982,2,82,33,"2014-08-18 19:35:30"
3983,3,55,28,"2014-08-18 19:35:30"
3984,4,35,36,"2014-08-18 19:35:30"
3985,1,79,33,"2014-08-19 05:21:06"
3986,2,58,26,"2014-08-19 05:21:06"
3987,3,72,27,"2014-08-19 05:21:06"
3988,4,75,44,"2014-08-19 05:21:06"
3989,1,32,36,"2014-08-19 12:58:56"
3990,2,55,33,"2014-08-19 12:58:56"
3991,3,79,35,"2014-08-19 12:58:56"
3992,4,38,42,"2014-08-19 12:58:56"
3993,1,85,36,"2014-08-19 18:54:28"
3994,2,89,39,"2014-08-19 18:54:28"
3995,3,52,44,"2014-08-19 18:54:28"
3996,4,62,26,"2014-08-19 18:54:28"
3997,1,58,43,"2014-08-20 05:52:46"
3998,2,38,35,"2014-08-20 05:52:46"
3999,3,30,27,"2014-08-20 05:52:46"
4000,4,82,38,"2014-08-20 05:52:46"
4001,1,72,44,"2014-08-20 14:44:28"
4002,2,86,40,"2014-08-20 14:44:28"
4003,3,60,33,"2014-08-20 14:44:28"
4004,4,89,31,"2014-08-20 14:44:28"
4005,1,60,25,"2014-08-20 22:07:42"
4006,2,57,31,"2014-08-20 22:07:42"
4007,3,48,41,"2014-08-20 22:07:42"
4008,4,32,25,"2014-08-20 22:07:42"
4009,1,78,26,"2014-08-21 07:12:42"
4010,2,62,26,"2014-08-21 07:12:42"
4011,3,47,38,"2014-08-21 07:12:42"
4012,4,79,40,"2014-08-21 07:12:42"
4013,1,61,28,"2014-08-21 14:09:45"
4014,2,65,30,"2014-08-21 14:09:45"
4015,3,67,41,"2014-08-21 14:09:45"
4016,4,62,26,"2014-08-21 14:09:45"
4017,1,30,42,"2014-08-21 19:12:51"
4018,2,88,29,"2014-08-21 19:12:51"
4019,3,78,41,"2014-08-21 19:12:51"
4020,4,36,42,"2014-08-21 19:12:51"
4021,1,80,44,"2014-08-21 21:50:10"
4022,2,47,33,"2014-08-21 21:50:10"
4023,3,83,29,"2014-08-21 21:50:10"
4024,4,38,37,"2014-08-21 21:50:10"
4025,1,51,26,"2014-08-22 02:00:39"
4026,2,82,28,"2014-08-22 02:00:39"
4027,3,49,34,"2014-08-22 02:00:39"
4028,4,87,36,"2014-08-22 02:00:39"
4029,1,36,43,"2014-08-22 07:43:02"
4030,2,74,28,"2014-08-22 07:43:02"
4031,3,69,32,"2014-08-22 07:43:02"
4032,4,72,30,"2014-08-22 07:43:02"
4033,1,38,30,"2014-08-22 18:17:59"
4034,2,87,29,"2014-08-22 18:17:59"
4035,3,89,34,"2014-08-22 18:17:59"
4036,4,86,38,"2014-08-22 18:17:59"
4037,1,56,26,"2014-08-22 22:50:21"
4038,2,61,25,"2014-08-22 22:50:21"
4039,3,30,32,"2014-08-22 22:50:21"
4040,4,62,43,"2014-08-22 22:50:21"
4041,1,49,26,"2014-08-23 03:04:09"
4042,2,61,39,"2014-08-23 03:04:09"
4043,3,33,33,"2014-08-23 03:04:09"
4044,4,85,37,"2014-08-23 03:04:09"
4045,1,71,29,"2014-08-23 12:03:04"
4046,2,46,28,"2014-08-23 12:03:04"
4047,3,43,34,"2014-08-23 12:03:04"
4048,4,87,42,"2014-08-23 12:03:04"
4049,1,44,30,"2014-08-23 16:59:41"
4050,2,56,37,"2014-08-23 16:59:41"
4051,3,35,36,"2014-08-23 16:59:41"
4052,4,30,25,"2014-08-23 16:59:41"
4053,1,33,25,"2014-08-23 17:57:19"
4054,2,73,37,"2014-08-23 17:57:19"
4055,3,31,38,"2014-08-23 17:57:19"
4056,4,59,33,"2014-08-23 17:57:19"
4057,1,87,40,"2014-08-24 00:18:39"
4058,2,42,39,"2014-08-24 00:18:39"
4059,3,43,44,"2014-08-24 00:18:39"
4060,4,59,34,"2014-08-24 00:18:39"
4061,1,60,40,"2014-08-24 04:04:15"
4062,2,40,32,"2014-08-24 04:04:15"
4063,3,40,42,"2014-08-24 04:04:15"
4064,4,89,31,"2014-08-24 04:04:15"
4065,1,79,37,"2014-08-24 07:15:50"
4066,2,47,34,"2014-08-24 07:15:50"
4067,3,55,42,"2014-08-24 07:15:50"
4068,4,52,36,"2014-08-24 07:15:50"
4069,1,41,37,"2014-08-24 15:42:06"
4070,2,52,44,"2014-08-24 15:42:06"
4071,3,63,26,"2014-08-24 15:42:06"
4072,4,35,38,"2014-08-24 15:42:06"
4073,1,51,32,"2014-08-25 00:12:46"
4074,2,70,28,"2014-08-25 00:12:46"
4075,3,64,31,"2014-08-25 00:12:46"
4076,4,85,27,"2014-08-25 00:12:46"
4077,1,87,35,"2014-08-25 06:18:02"
4078,2,30,36,"2014-08-25 06:18:02"
4079,3,39,38,"2014-08-25 06:18:02"
4080,4,69,42,"2014-08-25 06:18:02"
4081,1,33,30,"2014-08-25 08:26:09"
4082,2,74,31,"2014-08-25 08:26:09"
4083,3,51,30,"2014-08-25 08:26:09"
4084,4,58,28,"2014-08-25 08:26:09"
4085,1,53,25,"2014-08-25 17:32:44"
4086,2,33,33,"2014-08-25 17:32:44"
4087,3,69,42,"2014-08-25 17:32:44"
4088,4,50,42,"2014-08-25 17:32:44"
4089,1,70,34,"2014-08-25 23:53:35"
4090,2,74,42,"2014-08-25 23:53:35"
4091,3,37,29,"2014-08-25 23:53:35"
4092,4,61,32,"2014-08-25 23:53:35"
4093,1,44,36,"2014-08-26 10:03:32"
4094,2,31,33,"2014-08-26 10:03:32"
4095,3,65,39,"2014-08-26 10:03:32"
4096,4,69,37,"2014-08-26 10:03:32"
4097,1,84,42,"2014-08-26 12:42:29"
4098,2,45,40,"2014-08-26 12:42:29"
4099,3,40,38,"2014-08-26 12:42:29"
4100,4,31,44,"2014-08-26 12:42:29"
4101,1,85,37,"2014-08-26 17:40:38"
4102,2,36,34,"2014-08-26 17:40:38"
4103,3,69,43,"2014-08-26 17:40:38"
4104,4,86,30,"2014-08-26 17:40:38"
4105,1,44,40,"2014-08-26 22:18:19"
4106,2,68,32,"2014-08-26 22:18:19"
4107,3,55,36,"2014-08-26 22:18:19"
4108,4,35,31,"2014-08-26 22:18:19"
4109,1,87,31,"2014-08-27 06:43:47"
4110,2,33,34,"2014-08-27 06:43:47"
4111,3,47,34,"2014-08-27 06:43:47"
4112,4,51,41,"2014-08-27 06:43:47"
4113,1,69,26,"2014-08-27 11:21:25"
4114,2,67,44,"2014-08-27 11:21:25"
4115,3,89,41,"2014-08-27 11:21:25"
4116,4,59,34,"2014-08-27 11:21:25"
4117,1,83,42,"2014-08-27 19:28:10"
4118,2,51,27,"2014-08-27 19:28:10"
4119,3,33,26,"2014-08-27 19:28:10"
4120,4,84,29,"2014-08-27 19:28:10"
4121,1,40,41,"2014-08-28 05:26:27"
4122,2,58,44,"2014-08-28 05:26:27"
4123,3,84,26,"2014-08-28 05:26:27"
4124,4,73,29,"2014-08-28 05:26:27"
4125,1,86,34,"2014-08-28 16:09:57"
4126,2,71,41,"2014-08-28 16:09:57"
4127,3,31,33,"2014-08-28 16:09:57"
4128,4,81,39,"2014-08-28 16:09:57"
4129,1,41,41,"2014-08-28 19:09:58"
4130,2,54,43,"2014-08-28 19:09:58"
4131,3,41,42,"2014-08-28 19:09:58"
4132,4,53,33,"2014-08-28 19:09:58"
4133,1,67,33,"2014-08-28 21:57:15"
4134,2,62,32,"2014-08-28 21:57:15"
4135,3,74,31,"2014-08-28 21:57:15"
4136,4,32,34,"2014-08-28 21:57:15"
4137,1,48,35,"2014-08-29 01:56:49"
4138,2,69,43,"2014-08-29 01:56:49"
4139,3,79,39,"2014-08-29 01:56:49"
4140,4,51,28,"2014-08-29 01:56:49"
4141,1,74,27,"2014-08-29 02:14:26"
4142,2,89,39,"2014-08-29 02:14:26"
4143,3,72,31,"2014-08-29 02:14:26"
4144,4,76,31,"2014-08-29 02:14:26"
4145,1,58,31,"2014-08-29 06:31:41"
4146,2,68,42,"2014-08-29 06:31:41"
4147,3,48,31,"2014-08-29 06:31:41"
4148,4,68,37,"2014-08-29 06:31:41"
4149,1,80,30,"2014-08-29 11:49:24"
4150,2,58,44,"2014-08-29 11:49:24"
4151,3,88,36,"2014-08-29 11:49:24"
4152,4,76,40,"2014-08-29 11:49:24"
4153,1,65,33,"2014-08-29 12:23:59"
4154,2,50,26,"2014-08-29 12:23:59"
4155,3,81,34,"2014-08-29 12:23:59"
4156,4,43,40,"2014-08-29 12:23:59"
4157,1,47,41,"2014-08-29 16:11:24"
4158,2,79,25,"2014-08-29 16:11:24"
4159,3,57,35,"2014-08-29 16:11:24"
4160,4,63,28,"2014-08-29 16:11:24"
4161,1,57,44,"2014-08-29 21:48:07"
4162,2,31,34,"2014-08-29 21:48:07"
4163,3,31,25,"2014-08-29 21:48:07"
4164,4,36,39,"2014-08-29 21:48:07"
4165,1,52,36,"2014-08-30 02:45:20"
4166,2,46,29,"2014-08-30 02:45:20"
4167,3,66,42,"2014-08-30 02:45:20"
4168,4,86,29,"2014-08-30 02:45:20"
4169,1,68,41,"2014-08-30 04:34:34"
4170,2,53,29,"2014-08-30 04:34:34"
4171,3,64,41,"2014-08-30 04:34:34"
4172,4,59,27,"2014-08-30 04:34:34"
4173,1,81,30,"2014-08-30 08:16:46"
4174,2,53,34,"2014-08-30 08:16:46"
4175,3,42,40,"2014-08-30 08:16:46"
4176,4,44,31,"2014-08-30 08:16:46"
4177,1,46,33,"2014-08-30 11:03:49"
4178,2,71,40,"2014-08-30 11:03:49"
4179,3,72,28,"2014-08-30 11:03:49"
4180,4,71,36,"2014-08-30 11:03:49"
